Ticker,Denominação social,Nome de pregão,CNPJ,
DMFN3,DMFINANCEIRA,DM FINANCEIRA S.A. - CRÉDITO. FINANC E INVEST,91.669.747/0001-92,91669747000192
DMVF3,D1000vfarma,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,12.108.897/0001-50,12108897000150
DOHL3,Dohler,DOHLER S.A.,84.683.408/0001-03,84683408000103
DOHL4,Dohler,DOHLER S.A.,84.683.408/0001-03,84683408000103
DOTZ3,Dotz SA,DOTZ S.A.,18.174.270/0001-84,18174270000184
DTCY3,Dtcom Direct,DTCOM – DIRECT TO COMPANY S.A.,03.303.999/0001-36,3303999000136
DTCY4,Dtcom Direct,DTCOM – DIRECT TO COMPANY S.A.,03.303.999/0001-36,3303999000136
DXCO3,Dexco,DURATEX S.A.,97.837.181/0001-47,97837181000147
EALT3,Aco Altona,ELECTRO ACO ALTONA S.A.,82.643.537/0001-34,82643537000134
EALT4,Aco Altona,ELECTRO ACO ALTONA S.A.,82.643.537/0001-34,82643537000134
ECOR3,Ecorodovias,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,04.149.454/0001-80,4149454000180
EEEL3,Ceee-T,CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,92.715.812/0001-31,92715812000131
EEEL4,Ceee-T,CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,92.715.812/0001-31,92715812000131
EGIE3,Engie Brasil,ENGIE BRASIL ENERGIA S.A.,02.474.103/0001-19,2474103000119
EKTR3,Elektro,ELEKTRO REDES S.A.,02.328.280/0001-97,2328280000197
EKTR4,Elektro,ELEKTRO REDES S.A.,02.328.280/0001-97,2328280000197
ELET3,Eletrobras,CENTRAIS ELET BRAS S.A. – ELETROBRAS,00.001.180/0001-26,1180000126
ELET5,Eletrobras,CENTRAIS ELET BRAS S.A. – ELETROBRAS,00.001.180/0001-26,1180000126
ELET6,Eletrobras,CENTRAIS ELET BRAS S.A. – ELETROBRAS,00.001.180/0001-26,1180000126
ELMD3,Eletromidia,ELETROMIDIA S.A.,09.347.516/0001-81,9347516000181
EMAE3,Emae,EMAE – EMPRESA METROP.AGUAS ENERGIA S.A.,02.302.101/0001-42,2302101000142
EMAE4,Emae,EMAE – EMPRESA METROP.AGUAS ENERGIA S.A.,02.302.101/0001-42,2302101000142
EMBR3,Embraer,EMBRAER S.A.,07.689.002/0001-89,7689002000189
ENAT3,Enauta Part,ENAUTA PARTICIPAÇÕES S.A.,11.669.021/0001-10,11669021000110
ENBR3,Energias BR,EDP – ENERGIAS DO BRASIL S.A.,03.983.431/0001-03,3983431000103
ENEV3,Eneva,ENEVA S.A,04.423.567/0001-21,4423567000121
ENGI11,Energisa,ENERGISA S.A.,00.864.214/0001-06,864214000106
ENGI3,Energisa,ENERGISA S.A.,00.864.214/0001-06,864214000106
ENGI4,Energisa,ENERGISA S.A.,00.864.214/0001-06,864214000106
ENJU3,Enjoei,ENJOEI.COM.BR ATIVIDADES DE INTERNET S.A.,16.922.038/0001-51,16922038000151
ENMT3,Energisa Mt,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,03.467.321/0001-99,3467321000199
ENMT4,Energisa Mt,ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A,03.467.321/0001-99,3467321000199
EPAR3,Embpar S/A,EMBPAR PARTICIPACOES S.A.,42.331.462/0001-31,42331462000131
EQMA3B,Eqtl Maranhao,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,06.272.793/0001-84,6272793000184
EQMA5B,Eqtl Maranhao,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,06.272.793/0001-84,6272793000184
EQMA6B,Eqtl Maranhao,EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.,06.272.793/0001-84,6272793000184
EQPA3,Eqtl Para,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,04.895.728/0001-80,4895728000180
EQPA5,Eqtl Para,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,04.895.728/0001-80,4895728000180
EQPA6,Eqtl Para,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,04.895.728/0001-80,4895728000180
EQPA7,Eqtl Para,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.,04.895.728/0001-80,4895728000180
EQTL3,Equatorial,EQUATORIAL ENERGIA S.A.,03.220.438/0001-73,3220438000173
ESPA3,Espacolaser,MPM CORPÓREOS S.A.,26.659.061/0001-59,26659061000159
ESTR3,Estrela,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,61.082.004/0001-50,61082004000150
ESTR4,Estrela,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,61.082.004/0001-50,61082004000150
ETER3,Eternit,ETERNIT S.A.,61.092.037/0001-81,61092037000181
EUCA3,Eucatex,EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,56643018000166
EUCA4,Eucatex,EUCATEX S.A. INDUSTRIA E COMERCIO,56.643.018/0001-66,56643018000166
EUFA3,Elfa,Elfa Medicamentos S.A.,61.190.096/0001-92,61190096000192
EVEN3,Even,EVEN CONSTRUTORA E INCORPORADORA S.A.,43.470.988/0001-65,43470988000165
EZTC3,Eztec,EZ TEC EMPREEND. E PARTICIPACOES S.A.,08.312.229/0001-73,8312229000173
FESA3,Ferbasa,CIA FERRO LIGAS DA BAHIA – FERBASA,15.141.799/0001-03,15141799000103
FESA4,Ferbasa,CIA FERRO LIGAS DA BAHIA – FERBASA,15.141.799/0001-03,15141799000103
FHER3,Fer Heringer,FERTILIZANTES HERINGER S.A.,22.266.175/0001-88,22266175000188
FIGE3,Invest Bemge,INVESTIMENTOS BEMGE S.A.,01.548.981/0001-79,1548981000179
FIGE4,Invest Bemge,INVESTIMENTOS BEMGE S.A.,01.548.981/0001-79,1548981000179
FIQE3,Unifique,UNIFIQUE TELECOMUNICAÇÕES S.A.,02.255.187/0001-08,2255187000108
FLEX3,Flex S/A,FLEX GESTÃO DE RELACIONAMENTOS S.A.,10.851.805/0001-00,10851805000100
FLRY3,Fleury,FLEURY S.A.,60.840.055/0001-31,60840055000131
FRAS3,Fras-Le,FRAS-LE S.A.,88.610.126/0001-29,88610126000129
FRIO3,Metalfrio,METALFRIO SOLUTIONS S.A.,04.821.041/0001-08,4821041000108
FRRN3B,All Norte,RUMO MALHA NORTE S.A.,24.962.466/0001-36,24962466000136
FRRN5B,All Norte,RUMO MALHA NORTE S.A.,24.962.466/0001-36,24962466000136
FRRN6B,All Norte,RUMO MALHA NORTE S.A.,24.962.466/0001-36,24962466000136
FRTA3,Pomifrutas,POMIFRUTAS S/A,86.550.951/0001-50,86550951000150
G2DI33,G2d Invest,G2D INVESTMENTS LTD,38.307.135/0001-77,38307135000177
GEPA3,Ger Paranap,RIO PARANAPANEMA ENERGIA S.A.,02.998.301/0001-81,2998301000181
GEPA4,Ger Paranap,RIO PARANAPANEMA ENERGIA S.A.,02.998.301/0001-81,2998301000181
GFSA3,Gafisa,GAFISA S.A.,01.545.826/0001-07,1545826000107
GGBR3,Gerdau,GERDAU S.A.,33.611.500/0001-19,33611500000119
GGBR4,Gerdau,GERDAU S.A.,33.611.500/0001-19,33611500000119
GGPS3,Gps,GPS PARTICIPACOES E EMPREENDIMENTOS S.A.,09.229.201/0001-30,9229201000130
GMAT3,Grupo Mateus,GRUPO MATEUS S.A.,24.990.777/0001-09,24990777000109
GOAU3,Gerdau Met,METALURGICA GERDAU S.A.,92.690.783/0001-09,92690783000109
GOAU4,Gerdau Met,METALURGICA GERDAU S.A.,92.690.783/0001-09,92690783000109
GOLL3,Gol,GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,6164253000187
GOLL4,Gol,GOL LINHAS AEREAS INTELIGENTES S.A.,06.164.253/0001-87,6164253000187
GPAR3,Celgpar,CIA CELG DE PARTICIPACOES – CELGPAR,08.560.444/0001-93,8560444000193
GPIV33,GP Invest,"GP INVESTMENTS, LTD.",07.857.850/0001-50,7857850000150
GRAO3,Agribrasil,HUMBERG AGRIBRASIL COM. E EXPORT. DE GRÃOS S.A.,18.483.666/0001-03,18483666000103
GRND3,Grendene,GRENDENE S.A.,89.850.341/0001-60,89850341000160
GSHP3,Generalshopp,GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,08.764.621/0001-53,8764621000153
GUAR3,Guararapes,GUARARAPES CONFECCOES S.A.,08.402.943/0001-52,8402943000152
HAGA3,Haga S/A,HAGA S.A. INDUSTRIA E COMERCIO,30.540.991/0001-66,30540991000166
HAGA4,Haga S/A,HAGA S.A. INDUSTRIA E COMERCIO,30.540.991/0001-66,30540991000166
HAPV3,Hapvida,HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,05.197.443/0001-38,5197443000138
HBOR3,Helbor,HELBOR EMPREENDIMENTOS S.A.,49.263.189/0001-02,49263189000102
HBRE3,Hbr Realty,HBR REALTY EMPREENDIMENTOS IMOBILIARIOS S/A,14.785.152/0001-51,14785152000151
HBSA3,Hidrovias,HIDROVIAS DO BRASIL S.A.,12.648.327/0001-53,12648327000153
HBTS3,Habitasul,CIA HABITASUL DE PARTICIPACOES,87.762.563/0001-03,87762563000103
HBTS5,Habitasul,CIA HABITASUL DE PARTICIPACOES,87.762.563/0001-03,87762563000103
HBTS6,Habitasul,CIA HABITASUL DE PARTICIPACOES,87.762.563/0001-03,87762563000103
HETA3,Hercules,HERCULES S.A. FABRICA DE TALHERES,92.749.225/0001-63,92749225000163
HETA4,Hercules,HERCULES S.A. FABRICA DE TALHERES,92.749.225/0001-63,92749225000163
HMOB3,Hmobi S/A,HMOBI PARTICIPAÇÕES S.A.,40.159.947/0001-64,40159947000164
HOOT3,Hoteis Othon,HOTEIS OTHON S.A.,33.200.049/0001-47,33200049000147
HOOT4,Hoteis Othon,HOTEIS OTHON S.A.,33.200.049/0001-47,33200049000147
HYPE3,Hypera,HYPERA S.A.,02.932.074/0001-91,2932074000191
IFCM3,Infracomm,NFRACOMMERCE CXAAS S.A.,38.456.921/0001-36,38456921000136
IGBR3,IGB S/A,IGB ELETRÔNICA S/A,43.185.362/0001-07,43185362000107
IGSN3,Igua SA,IGUA SANEAMENTO S.A.,08.159.965/0001-33,8159965000133
IGTI11,Iguatemi SA,JEREISSATI PARTICIPACOES S.A.,60.543.816/0001-93,60543816000193
IGTI3,Iguatemi SA,JEREISSATI PARTICIPACOES S.A.,60.543.816/0001-93,60543816000193
IGTI4,Iguatemi SA,JEREISSATI PARTICIPACOES S.A.,60.543.816/0001-93,60543816000193
INEP3,Inepar,INEPAR S.A. INDUSTRIA E CONSTRUCOES,76.627.504/0001-06,76627504000106
INEP4,Inepar,INEPAR S.A. INDUSTRIA E CONSTRUCOES,76.627.504/0001-06,76627504000106
INNT3,Inter SA,INTER CONSTRUTORA E INCORPORADORA S.A.,09.611.768/0001-76,9611768000176
INTB3,Intelbras,INTELBRAS S.A. IND DE TELEC ELETRONICA BRASILEIRA,82.901.000/0001-27,82901000000127
IRBR3,Irbbrasil Re,IRB – BRASIL RESSEGUROS S.A.,33.376.989/0001-91,33376989000191
ITSA3,Itausa,ITAUSA S.A.,61.532.644/0001-15,61532644000115
ITSA4,Itausa,ITAUSA S.A.,61.532.644/0001-15,61532644000115
ITUB3,ItauUnibanco,ITAU UNIBANCO HOLDING S.A.,60.872.504/0001-23,60872504000123
ITUB4,ItauUnibanco,ITAU UNIBANCO HOLDING S.A.,60.872.504/0001-23,60872504000123
IVPR3B,Invepar,INVESTIMENTOS E PARTICIP. EM INFRA S.A. – INVEPAR,03.758.318/0001-24,3758318000124
IVPR4B,Invepar,INVESTIMENTOS E PARTICIP. EM INFRA S.A. – INVEPAR,03.758.318/0001-24,3758318000124
JALL3,Jallesmachad,JALLES MACHADO S.A.,02.635.522/0001-95,2635522000195
JBSS3,JBS,JBS S.A.,02.916.265/0001-60,2916265000160
JFEN3,JOAO FORTES,JOAO FORTES ENGENHARIA S.A.,33.035.536/0001-00,33035536000100
JHSF3,JHSF Part,JHSF PARTICIPACOES S.A.,08.294.224/0001-65,8294224000165
JOPA3,Josapar,JOSAPAR-JOAQUIM OLIVEIRA S.A. – PARTICIP,87.456.562/0001-22,87456562000122
JOPA4,Josapar,JOSAPAR-JOAQUIM OLIVEIRA S.A. – PARTICIP,87.456.562/0001-22,87456562000122
JSLG3,JSL,JSL S.A.,52.548.435/0001-79,52548435000179
KEPL3,Kepler Weber,KEPLER WEBER S.A.,91.983.056/0001-69,91983056000169
KLAS3,Kallas,KALLAS INCORPORACOES E CONSTRUCOES S.A.,09.146.451/0001-06,9146451000106
KLBN11,Klabin S/A,KLABIN S.A.,89.637.490/0001-45,89637490000145
KLBN3,Klabin S/A,KLABIN S.A.,89.637.490/0001-45,89637490000145
KLBN4,Klabin S/A,KLABIN S.A.,89.637.490/0001-45,89637490000145
KRSA3,Kora Saude,KORA SAÚDE PARTICIPAÇÕES S.A,13.270.520/0001-66,13270520000166
LAND3,Terrasantapa,TERRA SANTA PROPRIEDADES AGRICOLAS S.A.,40.337.136/0001-06,40337136000106
LAVV3,Lavvi,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,26.462.693/0001-28,26462693000128
LEVE3,Metal Leve,MAHLE-METAL LEVE S.A.,60.476.884/0001-87,60476884000187
LIGT3,Light S/A,LIGHT S.A.,03.378.521/0001-75,3378521000175
LIPR3,Eletropar,ELETROBRÁS PARTICIPAÇÕES S.A. – ELETROPAR,01.104.937/0001-70,1104937000170
LJQQ3,Quero-Quero,LOJAS QUERO-QUERO S/A,96.418.264/0218-02,96418264021802
LLBI3,Le Biscuit,LOJAS LE BISCUIT S.A.,16.233.389/0001-55,16233389000155
LLBI4,Le Biscuit,LOJAS LE BISCUIT S.A.,16.233.389/0001-55,16233389000155
LMED3,Lifemed,LIFEMED INDUSTRIAL EQUIP. DE ART. MÉD. HOSP. S.A.,02.357.251/0001-53,2357251000153
LOGG3,Log Com Prop,LOG COMMERCIAL PROPERTIES,09.041.168/0001-10,9041168000110
LOGN3,Log-In,LOG-IN LOGISTICA INTERMODAL S.A.,42.278.291/0001-24,42278291000124
LPSB3,Lopes Brasil,LPS BRASIL – CONSULTORIA DE IMOVEIS S.A.,08.078.847/0001-09,8078847000109
LREN3,Lojas Renner,LOJAS RENNER S.A.,92.754.738/0001-62,92754738000162
LTEL3B,Litel,LITEL PARTICIPACOES S.A.,00.743.065/0001-27,743065000127
LTLA3B,Litela,LITELA PARTICIPAÇÕES S.A.,05.495.546/0001-84,5495546000184
LUPA3,Lupatech,LUPATECH S.A.,89.463.822/0001-12,89463822000112
LUXM3,Trevisa,TREVISA INVESTIMENTOS S.A.,92.660.570/0001-26,92660570000126
LUXM4,Trevisa,TREVISA INVESTIMENTOS S.A.,92.660.570/0001-26,92660570000126
LVTC3,Wdc Networks,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S.A,05.917.486/0001-40,5917486000140
LWSA3,Locaweb,LOCAWEB SERVIÇOS DE INTERNET S.A.,02.351.877/0001-52,2351877000152
MAPT3,Cemepe,CEMEPE INVESTIMENTOS S.A.,93.828.986/0001-73,93828986000173
MAPT4,Cemepe,CEMEPE INVESTIMENTOS S.A.,93.828.986/0001-73,93828986000173
MATD3,Mater Dei,HOSPITAL MATER DEI AS,16.676.520/0001-59,16676520000159
MBLY3,Mobly,Mobly S.A.,31.553.627/0001-01,31553627000101
MDIA3,M.Diasbranco,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,07.206.816/0001-15,7206816000115
MDNE3,Moura Dubeux,MOURA DUBEUX ENGENHARIA S/A,12.049.631/0001-84,12049631000184
MEAL3,Imc S/A,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,17.314.329/0001-20,17314329000120
MEGA3,Omegaenergia,OMEGA ENERGIA S.A.,42.500.384/0001-51,42500384000151
MELK3,Melnick,MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,12.181.987/0001-77,12181987000177
MERC3,Merc Financ,MERCANTIL BRASIL FINANC S.A. C.F.I.,33.040.601/0001-87,33040601000187
MERC4,Merc Financ,MERCANTIL BRASIL FINANC S.A. C.F.I.,33.040.601/0001-87,33040601000187
MGEL3,Mangels Indl,MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,61065298000102
MGEL4,Mangels Indl,MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,61065298000102
MGLU3,Magaz Luiza,MAGAZINE LUIZA S.A.,47.960.950/0001-21,47960950000121
MILS3,Mills,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,27.093.558/0001-15,27093558000115
MLAS3,Multilaser,MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,59717553000102
MMAQ3,Minasmaquina,MINASMAQUINAS S.A.,17.161.241/0001-15,17161241000115
MMAQ4,Minasmaquina,MINASMAQUINAS S.A.,17.161.241/0001-15,17161241000115
MNDL3,Mundial,MUNDIAL S.A. – PRODUTOS DE CONSUMO,88.610.191/0001-54,88610191000154
MNPR3,Minupar,MINUPAR PARTICIPACOES S.A.,90.076.886/0001-40,90076886000140
MNZC3B,Menezes Cort,TERMINAL GARAGEM MENEZES CORTES S.A.,02.664.042/0001-52,2664042000152
MOAR3,Mont Aranha,MONTEIRO ARANHA S.A.,33.102.476/0001-92,33102476000192
MODL3,Modalmais,BANCO MODAL S.A,30.723.886/0001-62,30723886000162
MOVI3,Movida,MOVIDA PARTICIPACOES SA,21.314.559/0001-66,21314559000166
MRFG3,Marfrig,MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,3853896000140
MRSA3B,Mrs Logist,MRS LOGISTICA S.A.,01.417.222/0001-77,1417222000177
MRSA5B,Mrs Logist,MRS LOGISTICA S.A.,01.417.222/0001-77,1417222000177
MRSA6B,Mrs Logist,MRS LOGISTICA S.A.,01.417.222/0001-77,1417222000177
MRVE3,MRV,MRV ENGENHARIA E PARTICIPACOES S.A.,08.343.492/0001-20,8343492000120
MSPA3,Melhor SP,CIA MELHORAMENTOS DE SAO PAULO,60.730.348/0001-66,60730348000166
MSPA4,Melhor SP,CIA MELHORAMENTOS DE SAO PAULO,60.730.348/0001-66,60730348000166
MSRO3,Maestroloc,MAESTRO LOCADORA DE VEICULOS S.A.,08.795.211/0001-70,8795211000170
MTRE3,Mitre Realty,MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,07.882.930/0001-65,7882930000165
MTSA3,Metisa,METISA METALURGICA TIMBOENSE S.A.,86.375.425/0001-09,86375425000109
MTSA4,Metisa,METISA METALURGICA TIMBOENSE S.A.,86.375.425/0001-09,86375425000109
MULT3,Multiplan,MULTIPLAN – EMPREEND IMOBILIARIOS S.A.,07.816.890/0001-53,7816890000153
MWET3,Wetzel S/A,WETZEL S.A.,84.683.671/0001-94,84683671000194
